SORT,Begrotingsprogramma,THEMA,Variabele,Label,Labelkort,Definitie,Bron,Peildatum,Verschijningsfrequentie,Rekeneenheid,Symbool,GROEP,format,Thema Kerncijfertabel,Kleurenpalet,LegendaCode,SD minimum Bevtotaal,SD minimum WvoorrBAG,Geenkerncijfer
5971,"Welzijn, zorg en sport",Sport,SRSPORT,Sportvoorzieningen,Sportvoorzieningen,Aantal in het ARRA geregistreerde vestigingen met de SBI-code 931 (Sport).,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
5981,"Welzijn, zorg en sport",Sport,SRSPORT_1000INW,Sportvoorzieningen per 1.000 inwoners,Sportvoorzieningen / 1.000 inw.,Aantal in het ARRA geregistreerde vestigingen met de SBI-code 931 (Sport) per 1.000 inwoners.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,6,/1.000 inw.,,F5.2,"Welzijn, zorg en sport",1,2,500,0,0
5991,"Welzijn, zorg en sport",Sport,SRCLUB10_P,Lid sportvereniging (% 10-jarigen),Lid sportvereniging (% 10-jarigen),"Aandeel 10-jarigen dat lid is van een sportvereniging.

Op wijkniveau zijn de cijfers van de laatste twee schooljaren samengevoegd.",GGD Amsterdam,schooljaar aflopend in het peiljaar,1 keer per jaar,1,%,,F8.,"Onderwijs, jeugd en diversiteit",1,1,0,0,0
6001,"Welzijn, zorg en sport",Sport,SRSPORTDLN_P,Sportdeelname (% 5-80 jaar),Sportdeelname (% 5-80 jaar),De sportdeelname is het aandeel 5 tot 80-jarigen dat minimaal een keer heeft gesport in de maand april.,Sportdeelnameindex,april,2 keer per jaar,1,%,,F8.,"Welzijn, zorg en sport",1,2,0,0,0
6011,"Welzijn, zorg en sport",Welzijn en zorg,WZSLI_I,Standaardleefsituatieindex,Standaardleefsituatieindex,"De Standaard Leefsituatie Index (SLI) is ontwikkeld door het Sociaal Cultureel Planbureau (SCP) en beschrijft de kwaliteit van leven op acht belangrijke maatschappelijke domeinen in 1 getal. De score 100 staat voor het Amsterdams gemiddelde in 2004. De SLI is gebaseerd op de score op de volgende domeinen: wonen, gezondheid, consumptiegoederen, vrijetijdsactiviteiten, mobiliteit, sociale participatie, sportactiviteiten, vakantie en het sociaal netwerk.",Staat van de Stad,nvt,1 keer in de twee jaar in de even jaren,4,,,F8.,"Welzijn, zorg en sport",1,1,0,0,0
6021,"Welzijn, zorg en sport",Welzijn en zorg,WZONGEZOND_P,Gezondheid: % matig-slecht,Gezondheid matig-slecht (%),Aandeel Amsterdammers van 19 jaar en ouder dat de eigen gezondheid omschrijft als gaat wel - zeer slecht.,Amsterdamse Gezondheidsmonitor GGD,nvt,1 keer in de vier jaar,1,%,,F8.,,2,1,0,0,1
6031,"Welzijn, zorg en sport",Welzijn en zorg,WZGEZOND_P,Gezondheid: % (zeer) goed,Gezondheid (zeer) goed (%),"Aandeel Amsterdammers van 19 jaar en ouder dat de eigen ervaren gezondheid omschrijft als (zeer) goed.

De cijfers op wijk- en buurtniveau zijn schattingen van het RIVM. Deze cijfers kunnen afwijken van door de ggd gepubliceerde cijfers, omdat ze op een andere manier zijn berekend.",GGD: https://amsterdam.ggdgezondheidinbeeld.nl/,nvt,1 keer in de vier jaar,1,%,,F8.,"Welzijn, zorg en sport",1,2,0,0,0
6041,"Welzijn, zorg en sport",Welzijn en zorg,WZCHRONISCH_P,Gezondheid: % chronische aandoening,Chronische aandoening (%),% Amsterdammers van 19 jaar en ouder dat zegt belemmerd te worden door een chronische aandoening.,Amsterdamse Gezondheidsmonitor GGD,nvt,1 keer in de vier jaar,1,%,,F8.,,2,1,0,0,0
6051,"Welzijn, zorg en sport",Welzijn en zorg,WZOESO_P,Gezondheid: % lichamelijke beperking,Lichamelijke beperking (%),"Personen die ten minste 1 van 7 activiteiten met betrekking op horen, zien en bewegen niet of alleen met grote moeite kunnen verrichten.

De cijfers op wijk- en buurtniveau zijn schattingen van het RIVM. Deze cijfers kunnen afwijken van door de GGD gepubliceerde cijfers, omdat ze op een andere manier zijn berekend.",GGD: https://amsterdam.ggdgezondheidinbeeld.nl/,nvt,1 keer in de vier jaar,1,%,,F8.,,2,1,0,0,0
6061,"Welzijn, zorg en sport",Welzijn en zorg,WZADL_P,Gezondheid: % beperking ADL 65+,Beperking ADL (% 65+),"Percentage 65-plussers met één of meer beperkingen bij activiteiten van het dagelijks leven

De cijfers op wijkniveau zijn schattingen van de GGD.",GGD: https://amsterdam.ggdgezondheidinbeeld.nl/,nvt,1 keer in de vier jaar,1,%,,F8.,"Welzijn, zorg en sport",2,1,0,0,0
6071,"Welzijn, zorg en sport",Welzijn en zorg,WZDEPR_P,Gezondheid: % ernstige psychische klachten,Ernstige psychische klachten (%),"Aandeel Amsterdammers van 19 jaar en ouder met ernstige psychische klachten volgens de K10 screeningslijst die bestaat uit 10 vragen over de gemoedstoestand in de afgelopen vier weken. 

De cijfers op wijk- en buurtniveau zijn schattingen van het RIVM. Deze cijfers kunnen afwijken van door de GGD gepubliceerde cijfers, omdat ze op een andere manier zijn berekend. 

",Amsterdamse Gezondheidsmonitor GGD,nvt,1 keer in de vier jaar,1,%,,F8.,"Welzijn, zorg en sport",2,1,0,0,0
6081,"Welzijn, zorg en sport",Welzijn en zorg,PREGIE_P,Gezondheid: % weinig regie,Weinig regie  (%),"Aandeel Amsterdammers van 19 jaar en ouder met weinig regie  over het eigen leven. Deze indicator is gebaseerd op de volgende zeven stellingen.
•Ik heb weinig controle over de dingen die me overkomen;
•Sommige van mijn problemen kan ik met geen mogelijkheid oplossen;
•Er is weinig dat ik kan doen om belangrijke dingen in mijn leven te veranderen;
•Ik voel me vaak hopeloos bij het omgaan met de problemen van het leven;
•Soms voel ik dat ik een speelbal van het leven ben;
•Wat er in de toekomst met me gebeurt hangt voor het grootste deel van mezelf af;
•Ik kan ongeveer alles als ik mijn zinnen er op heb gezet.
 
De cijfers op wijk- en buurtniveau zijn schattingen van het RIVM. Deze cijfers kunnen afwijken van door de GGD gepubliceerde cijfers, omdat ze op een andere manier zijn berekend.",GGD: https://amsterdam.ggdgezondheidinbeeld.nl/,nvt,1 keer in de vier jaar,1,%,,F8.,"Welzijn, zorg en sport",2,1,0,0,0
6091,"Welzijn, zorg en sport",Welzijn en zorg,WZROOK_P,Leefstijl: % rokers,Roken (%),"Aandeel Amsterdammers van 19 jaar of ouder dat rookt. Een roker is iemand die (wel eens) rookt, ongeacht de frequentie van roken, de hoeveelheid en de soort rookwaar.

De cijfers op wijk- en buurtniveau zijn schattingen van het RIVM. Deze cijfers kunnen afwijken van door de GGD gepubliceerde cijfers, omdat ze op een andere manier zijn berekend.",GGD: https://amsterdam.ggdgezondheidinbeeld.nl/,nvt,1 keer in de vier jaar,1,%,,F8.,"Welzijn, zorg en sport",2,2,0,0,0
6101,"Welzijn, zorg en sport",Welzijn en zorg,WZALC_P,Leefstijl: % zwaar / overmatig alcoholgebruik,Zwaar/overmatig alcohol (%),Aandeel Amsterdammers van 19 jaar of ouder met zwaar en/of overmatig alcoholgebruik. Overmatig alcoholgebruik is voor mannen meer dan 21 glazen per week  en voor vrouwen meer dan 14 glazen per week. Zwaar alcoholgebruik is minimaal 1x per week 6 glazen op een dag.,GGD: https://amsterdam.ggdgezondheidinbeeld.nl/,nvt,1 keer in de vier jaar,1,%,,F8.,"Welzijn, zorg en sport",2,2,0,0,0
6111,"Welzijn, zorg en sport",Welzijn en zorg,WZZWAAR_P,Leefstijl: % overgewicht of obesitas (volwassenen),Overgewicht/obesitas (% volwassenen),"Aandeel volwassenen met overgewicht, oftewel een BMI tussen 25 en 30, of obesitas (BMI van 30 of meer).

De cijfers op wijk- en buurtniveau zijn schattingen van het RIVM. Deze cijfers kunnen afwijken van door de GGD gepubliceerde cijfers, omdat ze op een andere manier zijn berekend.",GGD: https://amsterdam.ggdgezondheidinbeeld.nl/,nvt,1 keer in de vier jaar,1,%,,F8.,"Welzijn, zorg en sport",2,2,0,0,0
6121,"Welzijn, zorg en sport",Welzijn en zorg,WZBEWEEG_P,Leefstijl: % voldoet aan beweegnorm,Beweegnorm (%),"Aandeel volwassenen dat aan de beweegnorm voldoet, oftewel, dagelijks minstens half uur minimaal matig intensieve lichamelijke activiteit  verricht op minimaal 5 dagen per week.",GGD: https://amsterdam.ggdgezondheidinbeeld.nl/,nvt,1 keer in de vier jaar,1,%,,F8.,"Welzijn, zorg en sport",1,2,0,0,0
6131,"Welzijn, zorg en sport",Welzijn en zorg,WZZORGVOORZIENINGEN_R,Aanbod zorgvoorzieningen (1-10),Zorgvoorzieningen (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van zorgvoorzieningen (zoals huisarts) in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,nvt,1 keer in de twee jaar in de oneven jaren,3,,,F5.1,"Welzijn, zorg en sport",1,1,0,0,0
6141,"Welzijn, zorg en sport",Welzijn en zorg,WZZORGVOORZ65_R,Aanbod zorgvoorzieningen 65+ (1-10),Zorgvoorzieningen 65+ (1-10),"Gemiddeld rapportcijfer dat bewoners van 65 jaar of ouder geven als antwoord op de vraag: Wat vindt u van het aanbod van zorgvoorzieningen (zoals huisarts) in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,nvt,1 keer in de twee jaar in de oneven jaren,3,,,F5.1,,1,1,0,0,0
6151,"Welzijn, zorg en sport",Welzijn en zorg,WZBUURTHUIZEN_R,Aanbod buurthuizen en wijkcentra (1-10),Buurthuizen / wijkcentra (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van buurthuizen/wijkcentra in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,nvt,1 keer in de twee jaar in de oneven jaren,3,,,F5.1,,1,1,0,0,0
6161,"Welzijn, zorg en sport",Welzijn en zorg,WZBUURTHUIZEN65_R,Aanbod buurthuizen en wijkcentra 65+ (1-10),Buurthuizen / wijkcentra 65+ (1-10),"Gemiddeld rapportcijfer dat bewoners van 65 jaar en ouder geven als antwoord op de vraag: Wat vindt u van het aanbod van buurthuizen/wijkcentra in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,nvt,1 keer in de twee jaar in de oneven jaren,3,,,F5.1,,1,1,0,0,0
6171,"Welzijn, zorg en sport",Welzijn en zorg,WZGEZOND,Voorzieningen gezondheidszorg,Voorzieningen gezondheidszorg,Aantal in het ARRA geregistreerde voorzieningen gezondheidszorg (SBI 86).,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
6181,"Welzijn, zorg en sport",Welzijn en zorg,WZGEZOND_1000INW,Voorzieningen gezondheidszorg per 1.000 inwoners,Voorzieningen gezondheidszorg / 1.000 inw,Aantal in het ARRA geregistreerde voorzieningen gezondheidszorg (SBI-code 86) per 1.000 inwoners.,Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,6,/1.000 inw.,,F5.1,,1,2,500,0,0
6191,"Welzijn, zorg en sport",Welzijn en zorg,WZWELZIJN,Welzijnsvoorzieningen,Welzijnsvoorzieningen,"Aantal in het ARRA geregistreerde welzijnsvoorzieningen met de SBI-codes 87 en 88, oftewel Verpleging, verzorging en begeleiding met overnachting en Maatschappelijke dienstverlening zonder overnachting.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
6201,"Welzijn, zorg en sport",Welzijn en zorg,WZWELZIJN_1000INW,Welzijnsvoorzieningen per 1.000 inwoners,Welzijnsvoorzieningen /1.000 inw,"Aantal in het ARRA geregistreerde welzijnsvoorzieningen per 1.000 inwoners. Het gaat om vestigingen  met de SBI-codes 87 en 88, oftewel Verpleging, verzorging en begeleiding met overnachting en Maatschappelijke dienstverlening zonder overnachting.",Bedrijvenregister Amsterdam (ARRA),1  januari,1 keer per jaar,6,/1.000 inw.,,F5.1,,1,2,500,0,0
6211,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZ_KDV,Kindplaatsen kinderdagverblijven,Kindplaatsen KDV,Aantal kindplaatsen in kinderdagverblijven (KDV) voor kinderen van 0 tot 4 jaar. De kindplaatsen hoeven niet bezet te zijn.,Landelijk register kinderopvang,1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
6221,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZ_BSO,Kindplaatsen buitenschoolse opvang,Kindplaatsen BO,Aantal kindplaatsen in de buitenschoolse opvang (BSO) voor kinderen van 4 tot 12 jaar. De kindplaatsen hoeven niet bezet te zijn.,Landelijk register kinderopvang,1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
6231,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZZWAAR10_P,Overgewicht of obesitas (% 10-jarigen),Overgewicht/obesitas (% 10-jarigen),"Aandeel 10-jarigen met overgewicht (BMI tussen 25 en 30) of obesitas (BMI van 30 of meer).

De cijfers hebben betrekking op een schooljaar. Het vermelde peiljaar is het jaar waarin het schooljaar afloopt. Op wijkniveau zijn de cijfers van de laatste twee schooljaren samengevoegd.",Amsterdamse Gezondheidsmonitor GGD,nvt,1 keer per jaar,1,%,,F8.,"Onderwijs, jeugd en diversiteit",2,1,0,0,0
6241,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZROOKREGVO4_P,>1x mnd roken (% 4e klas VO),>1x mnd roken (% 4e klas VO),"Aandeel 4e klassers in het voortgezet onderwijs dat 1x per maand of vaker  rookt. 

De cijfers hebben betrekking op een schooljaar. Het vermelde peiljaar is het jaar waarin het schooljaar afloopt.",GGD Amsterdam,jaarcijfer,1 keer per jaar,1,,F8.,F8.,,2,2,0,0,0
6251,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZCANNAREGVO4_P,>1x mnd cannabis (% 4e klas VO),>1x mnd cannabis (% 4e klas VO),"Aandeel 4e klassers in het voortgezet onderwijs dat 1x per maand of vaker  cannabis gebruikt. 

De cijfers hebben betrekking op een schooljaar. Het vermelde peiljaar is het jaar waarin het schooljaar afloopt.",GGD Amsterdam,jaarcijfer,1 keer per jaar,1,,F8.,F8.,"Onderwijs, jeugd en diversiteit",2,2,0,0,0
6261,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZALCOREGVO4_P,>1x mnd alcohol (% 4e klas VO),>1x mnd alcohol (% 4e klas VO),"Aandeel 4e klassers in het voortgezet onderwijs dat1x per maand of vaker alcohol drinkt.

De cijfers hebben betrekking op een schooljaar. Het vermelde peiljaar is het jaar waarin het schooljaar afloopt.",GGD Amsterdam,jaarcijfer,1 keer per jaar,1,,F8.,F8.,,2,2,0,0,0
6271,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,OSDQ10_P,(matig) verhoogd SDQ (% 10-jarigen),(matig) verhoogd SDQ (% 10-jarigen),"Percentage 10-jarigen met een verhoogde kans op sociaal-emotionele problemen. De Strengths and Difficulties Questionnaire (SDQ) is een vragenlijst om de sociaal-emotionele
gezondheid van kinderen en jongeren te meten. Zowel sociaal-emotionele problemen als de sterke kanten van een kind worden in kaart gebracht. 

De vragenlijst is ingevuld door de ouders van de kinderen.  De cijfers hebben betrekking op de woonbuurt van de kinderen. Op wijkniveau zijn de cijfers van de laatste twee schooljaren samengevoegd.",GGD Amsterdam,schooljaar aflopend in het peiljaar,1 keer per jaar,1,%,,F8.,,2,2,0,0,0
6281,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,OSDQVO2_P,(matig) verhoogd SDQ (% 2e klas VO),(matig) verhoogd SDQ (% 2e klas VO),"Percentage van leerlingen uit de tweede klas van het voortgezet onderwijs met een verhoogde kans op sociaal-emotionele problemen. De Strengths and Difficulties Questionnaire (SDQ) is een vragenlijst om de sociaal-emotionele
gezondheid van kinderen en jongeren te meten. Zowel sociaal-emotionele problemen als de sterke kanten van een kind worden in kaart gebracht. 

De vragenlijst is ingevuld door de jongeren zelf.  De cijfers hebben betrekking op de woonbuurt van de jongeren. Op wijkniveau zijn de cijfers van de laatste twee schooljaren samengevoegd. Dit cijfer verscheen voor het laatst over het schooljaar 2014/2015.",GGD Amsterdam,schooljaar,1 keer per jaar,1,%,,F8.,,2,2,0,0,0
6291,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZPROSOC_P,Prosociaal gedrag ontvangen (% 4e klas VO),School prosociaal (% 4e klas VO),Percentage 4de klassers dat in de afgelopen maand prosociaal gedrag heeft ervaren van leeftijdsgenoten op school. Prosociaal gedrag houdt in dat iemand rekening houdt met de gevoelens van anderen en behulpzaam is.,GGD Amsterdam,schooljaar,1 keer per jaar,2,%,,F8.,,1,2,0,0,0
6301,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZEENZJ_P,Eenzaam (% 4e klas VO),Eenzaam (% 4e klas VO),Percentage 4de klassers dat eenzaam is.,GGD Amsterdam,schooljaar,1 keer per jaar,2,%,,F8.,,2,2,0,0,0
6311,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZDEPRESS_P,Depressieklachten (% 4e klas VO),Depressieklachten (% 4e klas VO),Percentage 4de klassers met depressieklachten.,GGD Amsterdam,schooljaar,1 keer per jaar,2,%,,F8.,"Onderwijs, jeugd en diversiteit",2,2,0,0,0
6321,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZANGST_P,Angstklachten (% 4e klas VO),Angstklachten (% 4e klas VO),Percentage 4de klassers met angstklachten.,GGD Amsterdam,schooljaar,1 keer per jaar,2,%,,F8.,,2,2,0,0,0
6331,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZPIEKER_P,Piekeren (% 4e klas VO),Piekeren (% 4e klas VO),Percentage 4de klassers dat veel piekert.,GGD Amsterdam,schooljaar,1 keer per jaar,2,%,,F8.,,2,2,0,0,0
6341,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZOUDERPSY_P,Ouder(s) psychische problemen (% 10-jarigen),Ouder(s) psychische problemen (% 10-jarigen),"Percentage 10-jarigen dat opgroeit in een gezin met minimaal 1 ouder/verzorger met een (ernstig) psychisch probleem.

Op wijkniveau zijn de cijfers van de laatste twee schooljaren samengevoegd. 

Dit cijfer verscheen voor het laatst over het schooljaar 2014/2015.",Jeugdgezondheidsmonitor Amsterdam - GGD Amsterdam,schooljaar aflopend in het peiljaar,1 keer per jaar,1,%,,F8.,,2,2,0,0,0
6351,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZONGEWENST_P,Seksualiteit: ongewenst (% 4e klas VO),Seksualiteit: ongewenst (% 4e klas VO),"Percentage 4de klassers dat een ongewenste seksuele ervaring heeft gehad.

Dit cijfer verscheen voor het laatst over het schooljaar 2014/2015.",Jeugdgezondheidsmonitor Amsterdam - GGD Amsterdam,schooljaar,1 keer per jaar,1,%,,F8.,,2,2,0,0,0
6361,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZGEDWONGENV04_P,"Seksualiteit: gedwongen (% 4e klas VO) 
","Seksualiteit: gedwongen (% 4e klas VO) 
",Percentage 4de klassers dat wel eens is gedwongen tot een seksuele handeling.,Jeugdgezondheidsmonitor Amsterdam - GGD Amsterdam,schooljaar,2 keer per jaar,2,%,,F8.,"Onderwijs, jeugd en diversiteit",2,2,0,0,0
6371,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZCONDO_P,Seksualiteit: onveilig (% 4e klas VO),Seksualiteit: onveilig (% 4e klas VO),"Percentage 4de klassers dat bij geslachtsgemeenschap niet altijd een condoom gebruikt.

Op wijkniveau zijn de cijfers van de laatste twee schooljaren samengevoegd.",Jeugdgezondheidsmonitor Amsterdam - GGD Amsterdam,schooljaar,1 keer per jaar,1,%,,F8.,,2,2,0,0,0
6381,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZJVOORZ_P,Jongerenvoorzieningen goed (%),Jongerenvoorzieningen goed (%),"% Bewoners dat het (helemaal) eens is met de volgende stelling:
In de buurt zijn goede voorzieningen voor jongeren.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Veiligheidsmonitor,jaarcijfer,1 keer per jaar,1,%,,F8.,,1,1,0,0,0
6391,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZOKT_P,Jeugdzorg: OKT (% 0-18 jaar),OKT (% 0-18 jaar),"Aandeel 0 tot 18-jarige Amsterdammers met jeugdhulp door het Ouder- en Kindteam. In het percentage zijn ook clienten van 18 jaar en ouder meegenomen.

De cliënten waarvan de woonplaats onbekend is, zijn naar rato verdeeld over de 22 gebieden.",OJZ,jaarcijfer,1 keer per jaar,1,%,,F5.1,,2,2,0,0,0
6401,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZSAMEN_P,Jeugdzorg: Samen Doen (% gezinnen),Samen Doen (% gezinnen),"Aandeel huishoudens dat wordt ondersteund door het Samen Doen Team bij complexe problemen op meerdere levensgebieden. Het betreft gezinnen die wonen in Amsterdam.

De cliënten waarvan de woonplaats onbekend is, zijn naar rato verdeeld over de 22 gebieden.",OJZ,jaarcijfer,1 keer per jaar,1,%,,F5.1,,2,2,0,0,0
6411,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZZIN_P,"Jeugdzorg: Jeugdhulp, ZIN (% 0-18 jaar)","Jeugdhulp, ZIN (% 0-18 jaar)","Aandeel 0 tot 18-jarigen met specialistische jeugdhulp in de vorm van zorg in natura. In het percentage zijn ook clienten van 18 jaar en ouder meegenomen.

De cliënten waarvan de woonplaats onbekend is, zijn naar rato verdeeld over de 22 gebieden.",OJZ,jaarcijfer,1 keer per jaar,1,%,,F5.1,,2,2,0,0,0
6421,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZJHPGB_P,"Jeugdzorg: Jeugdhulp, PGB (% 0-18 jaar)","Jeugdhulp, PGB (% 0-18 jaar)","Aandeel 0 tot 18-jarigen met specialistische jeugdhulp in de vorm van persoonsgebonden budget. In het percentage zijn ook clienten van 18 jaar en ouder meegenomen.

De cliënten waarvan de woonplaats onbekend is, zijn naar rato verdeeld over de 22 gebieden.",OJZ,jaarcijfer,1 keer per jaar,1,%,,F5.1,,2,2,0,0,0
6431,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZOOO_P,Jeugdzorg: O en O (% 0-18 jaar),O en O (% 0-18 jaar),"Aandeel 0 tot 18-jarige Amsterdamers met opvoed- en opgroeiondersteuning. De cijfers hebben betrekking op trainingen, cursussen en gezinsondersteuning. Het bereikcijfer is inclusief jeugdigen van 18 jaar en ouder en jongeren die niet in Amsterdam wonen maar hier wel naar school gaan. De cijfers zijn vervolgens gdeeld op het aantal 0 tot 18-jaroge Amsterdammers. 

De cliënten waarvan de woonplaats onbekend is, zijn naar rato verdeeld over de 22 gebieden. Per 2018 is de monitor uitgebreid. De cijfers t/m 2017 zijn niet vergelijkbaar met de cijfers vanaf 2018.
",OJZ,jaarcijfer,1 keer per jaar,1,%,,F5.1,,2,2,0,0,0
6441,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZJBR_P,Jeugdzorg: Jeugdbescherming en reclassering (% gezinnen),Jeugdbescherming/reclassering (% gezinnen),"Aandeel gezinnen dat wordt ondersteund door een gecertificeerde instelling voor (preventieve) jeugdbescherming en reclassering. 

Het betreft gezinnen die wonen in Amsterdam. De cliënten waarvan het adres onbekend is, zijn naar rato verdeeld over de 22 gebieden.",OJZ,jaarcijfer,1 keer per jaar,1,%,,F5.1,,2,2,0,0,0
6451,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZVT_P,Jeugdzorg: Veilig Thuis melding (% gezinnen),Veilig Thuismelding (% gezinnen),"Aandeel gezinnen met Veilig Thuis melding.
 
Het cijfer heeft niet betrekking op unieke aantallen gezinnen (per gezin kunnen meerdere meldingen voorkomen).  Het betreft gezinnen die wonen in Amsterdam.

De cliënten waarvan de woonplaats onbekend is, zijn naar rato verdeeld over de 22 gebieden.

",OJZ,jaarcijfer,1 keer per jaar,1,%,,F5.1,"Onderwijs, jeugd en diversiteit",2,2,0,0,0
6461,"Onderwijs, jeugd en diversiteit",Welzijn en zorg jongeren,WZKMISH_I,Risicofactorenindex kindermishandeling,Risicofactorenindex kindermishandeling,"De risicofactorenindex kindermishandeling zet de verwachte prevalentie van kindermishandeling af tegen het stedelijk gemiddelde. Het stedelijk gemiddelde is altijd 100. Een hogere index betekent dat er naar verwachting meer kindermishandeling in een gebied plaatsvindt. 

De index is gebaseerd op de volgende risicofactoren: huishoudens met meer dan 3 kinderen, huishoudens met kinderen van 5 jaar of jonger, tienermoeders, stiefouders, eenoudergezinnen, opleidingsniveau en inkomensniveau.",GGD Amsterdam,jaarcijfer,1 keer per jaar,4,,,F8.,,2,1,0,0,0
6471,"Onderwijs, jeugd en diversiteit",Onderwijs,OVVEINDI,VVE: indicaties,VVE indicaties,"Aantal bewoners van 30 tot en met 47 maanden jaar met een indicatie voor Voor en Vroegschoolse Educatie (vve). NB: tot en met peiljaar 2014 bestond de doelgroep uit 30 tot en met 48 maanden.  

Alleen gegevens van gebieden met meer dan 15 peuters worden weergegeven.",Elektronisch Loket VVE,1 december,1 keer per jaar,2,,,F8.,,9,3,0,0,0
6481,"Onderwijs, jeugd en diversiteit",Onderwijs,OVVEDEELN,VVE: deelname VVE indicaties,deelname VVE indicaties,"Aantal bewoners van 30 tot en met 47 maanden met een indicatie voor Voor en Vroegschoolse Educatie (vve) dat deelneemt aan vve.  NB: tot en met peiljaar 2014 bestond de doelgroep uit 30 tot en met 48 maanden.  

Alleen gegevens van gebieden met meer dan 15 peuters worden weergegeven.",Elektronisch Loket VVE,1 december,1 keer per jaar,2,,,F8.,,9,3,0,0,0
6491,"Onderwijs, jeugd en diversiteit",Onderwijs,OVVEINDI_P,VVE: % indicaties,VVE indicaties (5),"Aandeel  bewoners van 30 tot en met 47 maanden volgens het Elektronisch Loket VVE met een indicatie voor Voor en Vroegschoolse Educatie (vve). NB: tot en met peiljaar 2014 bestond de doelgroep uit 30 tot en met 48 maanden.  

Alleen gegevens van gebieden met meer dan 15 peuters worden weergegeven.",Elektronisch Loket VVE,1 december,1 keer per jaar,1,%,,F8.,,1,2,0,0,0
6501,"Onderwijs, jeugd en diversiteit",Onderwijs,OVVEDEELN_P,VVE: % deelname VVE indicaties,deelname VVE indicaties (%),"Aandeel  bewoners van 30 tot en met 47 maanden met een indicatie voor Voor en Vroegschoolse Educatie (vve) dat deelneemt aan vve. NB: tot en met peiljaar 2014 bestond de doelgroep uit 30 tot en met 48 maanden.  
Alleen gegevens van gebieden met meer dan 15 peuters worden weergegeven.",Elektronisch Loket VVE,1 december,1 keer per jaar,1,%,,F8.,,1,2,0,0,0
6511,"Onderwijs, jeugd en diversiteit",Onderwijs,OSCHBAO,PO: Scholen Basisonderwijs,Scholen PO,Aantal scholen voor basisonderwijs (bao) naar gebied van de van hoofd- dan wel nevenvestiging .,DUO,1 oktober,1 keer per jaar,2,,scholen,F8.,,9,3,0,0,0
